{'student': {'id': 1, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'business law'}}}
{'student': {'id': 7843, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7844, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 7845, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7846, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7847, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7848, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7849, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7850, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7851, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7852, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7853, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7854, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 7855, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 7856, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7857, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7858, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7859, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7860, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7861, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7862, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 7863, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7864, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7865, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7866, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7867, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7868, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7869, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7870, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7871, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7872, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7873, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7874, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7875, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7876, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7877, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7878, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7879, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'undeclared'}}}
{'student': {'id': 7880, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7881, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7882, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7883, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7884, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7885, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7886, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 7887, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7888, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7889, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7890, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 7891, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7892, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7893, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7894, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7895, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7896, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7897, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7898, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7899, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 7900, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7901, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 7902, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 7903, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7904, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 7905, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7906, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7907, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7908, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 7909, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 7910, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7911, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7912, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7913, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7914, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7915, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7916, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7917, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7918, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7919, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7920, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7921, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 7922, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7923, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7924, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7925, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7926, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7927, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7928, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7929, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 7930, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 7931, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 7932, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7933, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 7934, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 7935, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7936, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 7937, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'multidisc mixed'}}}
{'student': {'id': 7938, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 7939, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 7940, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 7941, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7942, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7943, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7944, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7945, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7946, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7947, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'business law'}}}
{'student': {'id': 7948, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 7949, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'hum arts design'}}}
{'student': {'id': 7950, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7951, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7952, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7953, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7954, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7955, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7956, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7957, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7958, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7959, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7960, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7961, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7962, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7963, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7964, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 7965, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7966, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7967, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7968, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7969, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7970, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7971, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7972, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7973, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7974, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 7975, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7976, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7977, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 7978, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7979, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7980, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7981, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 7982, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7983, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7984, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7985, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7986, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7987, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7988, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'undeclared'}}}
{'student': {'id': 7989, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7990, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7991, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7992, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 7993, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 7994, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7995, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 7996, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 7997, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 7998, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 7999, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8000, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8001, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 8002, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 8003, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 8004, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8005, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8006, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8007, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 8008, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8009, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8010, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8011, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 8012, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 8013, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 8014, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8015, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8016, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8017, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 8018, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 8019, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8020, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 8021, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8022, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8023, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 8024, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8025, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8026, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8027, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 8028, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8029, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 8030, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 8031, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'business law'}}}
{'student': {'id': 8032, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 8033, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 8034, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 8035, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 8036, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8037, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8038, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 8039, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8040, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 8041, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 8042, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 8043, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8044, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 8045, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8046, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 8047, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 8048, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 8049, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8050, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8051, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 8052, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8053, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 8054, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 8055, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8056, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 8057, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8058, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8059, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8060, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 8061, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'undeclared'}}}
{'student': {'id': 8062, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8063, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8064, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8065, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8066, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'undeclared'}}}
{'student': {'id': 8067, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 8068, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 8069, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8070, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8071, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 8072, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 8073, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8074, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 8075, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8076, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 8077, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8078, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 8079, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 8080, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8081, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 8082, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'undeclared'}}}
{'student': {'id': 8083, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8084, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 8085, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 8086, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 8087, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8088, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 8089, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 8090, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 8091, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 8092, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 8093, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8094, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8095, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 8096, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8097, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8098, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 8099, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8100, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8101, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8102, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8103, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8104, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 8105, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 8106, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8107, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 8108, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
